code,parent_code,name
64.9,64,"Услуги финансовые прочие, кроме услуг по страхованию и пенсионному обеспечению"
64.91,64.9,Услуги по финансовой аренде (лизингу/сублизингу)
64.91.1,64.91,Услуги по финансовой аренде (лизингу/сублизингу)
64.91.10,64.91.1,"Услуги по финансовой аренде (лизингу/сублизингу)"
64.91.10.110,64.91.10,Услуги по финансовой аренде (лизингу/сублизингу) племенных животных
64.91.10.190,64.91.10,"Услуги по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных"
64.92,64.9,Услуги по предоставлению кредитов прочие
64.92.1,64.92,"Услуги по предоставлению кредитов прочие, оказываемые нефинансовыми организациями"
64.92.11,64.92.1,"Услуги по предоставлению кредитов юридическим лицам, оказываемые нефинансовыми организациями"
64.92.11.000,64.92.11,"Услуги по предоставлению кредитов юридическим лицам, оказываемые нефинансовыми организациями"
64.92.12,64.92.1,"Услуги по предоставлению кредитов физическим лицам, оказываемые нефинансовыми организациями"
64.92.12.000,64.92.12,"Услуги по предоставлению кредитов физическим лицам, оказываемые нефинансовыми организациями"
64.92.13,64.92.1,"Услуги по предоставлению жилищных ипотечных кредитов, оказываемые нефинансовыми организациями"
64.92.13.000,64.92.13,"Услуги по предоставлению жилищных ипотечных кредитов, оказываемые нефинансовыми организациями"
64.92.14,64.92.1,"Услуги по предоставлению нежилищных ипотечных кредитов, оказываемые нефинансовыми организациями"
64.92.14.000,64.92.14,"Услуги по предоставлению нежилищных ипотечных кредитов, оказываемые нефинансовыми организациями"
64.92.15,64.92.1,"Услуги по предоставлению коммерческих неипотечных кредитов, оказываемые нефинансовыми организациями"
64.92.15.000,64.92.15,"Услуги по предоставлению коммерческих неипотечных кредитов, оказываемые нефинансовыми организациями"
64.92.16,64.92.1,"Услуги по выдаче и обслуживанию кредитных карт, оказываемые нефинансовыми организациями"
64.92.16.000,64.92.16,"Услуги по выдаче и обслуживанию кредитных карт, оказываемые нефинансовыми организациями"
64.92.19,64.92.1,"Услуги по предоставлению кредита прочие, оказываемые нефинансовыми организациями, не включенные в другие группировки"
64.92.19.110,64.92.19,Услуги по предоставлению займов промышленности
64.92.19.120,64.92.19,Услуги по предоставлению денежных ссуд под залог недвижимого имущества
64.92.19.130,64.92.19,"Услуги по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты"
64.92.19.140,64.92.19,Услуги по предоставлению ломбардами краткосрочных займов под залог движимого имущества
64.92.19.150,64.92.19,Услуги микрофинансовых организаций
64.92.19.190,64.92.19,"Услуги по предоставлению кредита прочие, оказываемые нефинансовыми организациями, не включенные в другие группировки"
64.99,64.9,"Услуги финансовые прочие, кроме услуг по страхованию и пенсионному обеспечению, не включенные в другие группировки"
64.99.1,64.99,"Услуги финансовые прочие, кроме услуг по страхованию и пенсионному обеспечению, не включенные в другие группировки
Услуги финансовые, кроме услуг по страхованию и пенсионному обеспечению, прочие, не включенные в другие группировки"
64.99.11,64.99.1,"Услуги банков инвестиционные"
64.99.11.000,64.99.11,Услуги банков инвестиционные
64.99.19,64.99.1,"Услуги финансовые, кроме услуг по страхованию и пенсионному обеспечению, не включенные в другие группировки"
64.99.19.110,64.99.19,Услуги по капиталовложениям в ценные бумаги
64.99.19.120,64.99.19,Услуги дилеров по ценным бумагам
64.99.19.130,64.99.19,"Услуги по капиталовложению в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний"
64.99.19.140,64.99.19,"Услуги по заключению свопов, опционов и других срочных сделок"
64.99.19.150,64.99.19,Услуги по факторингу
64.99.19.160,64.99.19,Услуги по финансовой взаимопомощи
64.99.19.170,64.99.19,"Услуги специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов"
64.99.19.180,64.99.19,"Услуги ипотечных агентов, управляющих ипотечным покрытием, услуги специализированных депозитариев ипотечного покрытия"
64.99.19.190,64.99.19,Услуги жилищных накопительных кооперативов
65,K,"Услуги по страхованию, перестрахованию и негосударственному пенсионному обеспечению, кроме обязательного социального обеспечения"
65.1,65,Услуги по страхованию
65.11,65.1,Услуги по страхованию жизни
65.11.1,65.11,Услуги по страхованию жизни
65.11.10,65.11.1,"Услуги по страхованию жизни"
65.11.10.110,65.11.10,"Услуги по страхованию жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события"
65.11.10.120,65.11.10,"Услуги по страхованию жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика"
65.12,65.1,"Услуги по страхованию, кроме страхования жизни"
65.12.1,65.12,Услуги по страхованию от несчастных случаев и медицинскому страхованию
65.12.11,65.12.1,"Услуги по страхованию от несчастных случаев"
65.12.11.000,65.12.11,Услуги по страхованию от несчастных случаев
65.12.12,65.12.1,"Услуги по медицинскому страхованию"
65.12.12.000,65.12.12,Услуги по медицинскому страхованию
65.12.2,65.12,Услуги по страхованию автотранспортных средств
65.12.21,65.12.2,"Услуги по страхованию гражданской ответственности владельцев автотранспортных средств"
65.12.21.000,65.12.21,Услуги по страхованию гражданской ответственности владельцев автотранспортных средств
65.12.29,65.12.2,"Услуги по страхованию автотранспортных средств прочие"
65.12.29.000,65.12.29,Услуги по страхованию автотранспортных средств прочие
65.12.3,65.12,"Услуги по страхованию морского, воздушного, космического и прочих видов транспорта"
65.12.31,65.12.3,"Услуги по страхованию железнодорожного подвижного состава"
65.12.31.000,65.12.31,Услуги по страхованию железнодорожного подвижного состава
65.12.32,65.12.3,"Услуги по страхованию гражданской ответственности владельцев воздушных и космических транспортных средств"
65.12.32.000,65.12.32,Услуги по страхованию гражданской ответственности владельцев воздушных и космических транспортных средств
65.12.33,65.12.3,"Услуги по страхованию воздушных и космических транспортных средств прочие"
65.12.33.000,65.12.33,Услуги по страхованию воздушных и космических транспортных средств прочие
65.12.34,65.12.3,"Услуги по страхованию гражданской ответственности владельцев судов"
65.12.34.000,65.12.34,Услуги по страхованию гражданской ответственности владельцев судов
65.12.35,65.12.3,"Услуги по страхованию судов прочие"
65.12.35.000,65.12.35,Услуги по страхованию судов прочие
65.12.36,65.12.3,"Услуги по страхованию грузов"
65.12.36.000,65.12.36,Услуги по страхованию грузов
65.12.4,65.12,"Услуги по страхованию имущества от ущерба в результате пожара и прочих повреждений"
65.12.41,65.12.4,Услуги по страхованию имущества от ущерба в результате пожара
65.12.41.000,65.12.41,Услуги по страхованию имущества от ущерба в результате пожара
65.12.49,65.12.4,"Услуги по страхованию имущества от прочих повреждений"
65.12.49.000,65.12.49,Услуги по страхованию имущества от прочих повреждений
65.12.5,65.12,Услуги по страхованию общей ответственности
65.12.50,65.12.5,"Услуги по страхованию общей ответственности"
65.12.50.000,65.12.50,Услуги по страхованию общей ответственности
65.12.6,65.12,Услуги по страхованию кредитов и поручительств
65.12.61,65.12.6,"Услуги по страхованию кредитов"
65.12.61.000,65.12.61,Услуги по страхованию кредитов
65.12.62,65.12.6,"Услуги по страхованию поручительств"
65.12.62.000,65.12.62,Услуги по страхованию поручительств
65.12.7,65.12,"Услуги по страхованию поездок и неотложной помощи, расходов на ведение судебных дел и услуги по страхованию от различных финансовых потерь"
65.12.71,65.12.7,"Услуги по страхованию поездок и неотложной помощи"
65.12.71.000,65.12.71,Услуги по страхованию поездок и неотложной помощи
65.12.72,65.12.7,"Услуги по страхованию расходов на ведение судебных дел"
65.12.72.000,65.12.72,Услуги по страхованию расходов на ведение судебных дел
65.12.73,65.12.7,"Услуги по страхованию от различных финансовых потерь"
65.12.73.000,65.12.73,Услуги по страхованию от различных финансовых потерь
65.12.9,65.12,"Услуги по страхованию, кроме страхования жизни, прочие"
65.12.90,65.12.9,"Услуги по страхованию, кроме страхования жизни, прочие"
65.12.90.000,65.12.90,"Услуги по страхованию, кроме страхования жизни, прочие"
65.2,65,Услуги по перестрахованию
65.20,65.2,Услуги по перестрахованию
65.20.1,65.20,"Услуги по перестрахованию обязательств по страхованию жизни, страхованию от несчастных случаев и медицинскому страхованию"
65.20.11,65.20.1,"Услуги по перестрахованию обязательств по страхованию жизни"
65.20.11.000,65.20.11,Услуги по перестрахованию обязательств по страхованию жизни
65.20.12,65.20.1,"Услуги по перестрахованию обязательств по страхованию от несчастных случаев"
65.20.12.000,65.20.12,Услуги по перестрахованию обязательств по страхованию от несчастных случаев
65.20.13,65.20.1,"Услуги по перестрахованию обязательств по медицинскому страхованию"
65.20.13.000,65.20.13,Услуги по перестрахованию обязательств по медицинскому страхованию
65.20.2,65.20,Услуги по перестрахованию обязательств по страхованию транспорта и имущества
65.20.21,65.20.2,"Услуги по перестрахованию обязательств по страхованию гражданской ответственности владельцев автотранспортных средств"
65.20.21.000,65.20.21,Услуги по перестрахованию обязательств по страхованию гражданской ответственности владельцев автотранспортных средств
65.20.22,65.20.2,"Услуги по перестрахованию обязательств по прочему страхованию автотранспортных средств"
65.20.22.000,65.20.22,Услуги по перестрахованию обязательств по прочему страхованию автотранспортных средств
65.20.23,65.20.2,"Услуги по перестрахованию обязательств по страхованию морского, воздушного, космического и прочих видов транспорта"
65.20.23.000,65.20.23,"Услуги по перестрахованию обязательств по страхованию морского, воздушного, космического и прочих видов транспорта"
65.20.24,65.20.2,"Услуги по перестрахованию обязательств по страхованию грузов"
65.20.24.000,65.20.24,Услуги по перестрахованию обязательств по страхованию грузов
65.20.25,65.20.2,Услуги по перестрахованию обязательств по страхованию имущества от ущерба в результате пожара и прочих повреждений
65.20.25.000,65.20.25,Услуги по перестрахованию обязательств по страхованию имущества от ущерба в результате пожара и прочих повреждений
65.20.3,65.20,"Услуги по перестрахованию обязательств по страхованию общей ответственности, кредитов и поручительств"
65.20.31,65.20.3,Услуги по перестрахованию обязательств по страхованию общей ответственности
65.20.31.000,65.20.31,Услуги по перестрахованию обязательств по страхованию общей ответственности
65.20.32,65.20.3,Услуги по перестрахованию обязательств по страхованию кредитов и поручительств
65.20.32.000,65.20.32,Услуги по перестрахованию обязательств по страхованию кредитов и поручительств
65.20.4,65.20,Услуги по перестрахованию обязательств по страхованию расходов на ведение судебных дел и страхованию от различных финансовых потерь
65.20.41,65.20.4,Услуги по перестрахованию обязательств по страхованию расходов на ведение судебных дел
65.20.41.000,65.20.41,Услуги по перестрахованию обязательств по страхованию расходов на ведение судебных дел
65.20.42,65.20.4,Услуги по перестрахованию обязательств по страхованию от различных финансовых потерь
65.20.42.000,65.20.42,Услуги по перестрахованию обязательств по страхованию от различных финансовых потерь
65.20.5,65.20,"Услуги по перестрахованию, связанные с пенсионным обеспечением"
65.20.50,65.20.5,"Услуги по перестрахованию, связанные с пенсионным обеспечением"
65.20.50.000,65.20.50,"Услуги по перестрахованию, связанные с пенсионным обеспечением"
65.20.6,65.20,"Услуги по перестрахованию прочие, кроме перестрахования обязательств по страхованию жизни"
65.20.60,65.20.6,"Услуги по перестрахованию прочие, кроме перестрахования обязательств по страхованию жизни"
65.20.60.000,65.20.60,"Услуги по перестрахованию прочие, кроме перестрахования обязательств по страхованию жизни"
65.3,65,Услуги негосударственных пенсионных фондов
65.30,65.3,Услуги негосударственных пенсионных фондов
65.30.1,65.30,"Услуги негосударственных пенсионных фондов"
65.30.11,65.30.1,"Услуги по индивидуальному пенсионному обеспечению"
65.30.11.000,65.30.11,Услуги по индивидуальному пенсионному обеспечению
65.30.12,65.30.1,"Услуги по групповому пенсионному обеспечению"
65.30.12.000,65.30.12,Услуги по групповому пенсионному обеспечению
66,K,"Услуги вспомогательные, связанные с услугами финансового посредничества и страхования"
66.1,66,"Услуги вспомогательные, связанные с услугами финансового посредничества, кроме страхования и пенсионного обеспечения"
66.11,66.1,Услуги по управлению финансовыми рынками
66.11.1,66.11,Услуги по управлению финансовыми рынками
66.11.11,66.11.1,"Услуги, связанные с организацией функционирования финансовых рынков"
66.11.11.000,66.11.11,"Услуги, связанные с организацией функционирования финансовых рынков"
66.11.12,66.11.1,"Услуги, связанные с регулированием деятельности финансовых рынков"
66.11.12.110,66.11.12,"Услуги по управлению и контролю за деятельностью фондовых, товарных, валютных и валютно-фондовых бирж"
66.11.12.120,66.11.12,Услуги регистраторов по ведению реестра владельцев ценных бумаг
66.11.12.130,66.11.12,Услуги по обеспечению эффективности функционирования финансовых рынков
66.11.12.140,66.11.12,"Услуги по определению взаимных обязательств (клиринг)"
66.11.12.190,66.11.12,"Услуги, связанные с регулированием деятельности финансовых рынков, прочие"
66.11.19,66.11.1,"Услуги прочие, связанные с организацией финансовых рынков"
66.11.19.000,66.11.19,"Услуги прочие, связанные с организацией финансовых рынков"
66.12,66.1,Услуги по брокерским операциям с ценными бумагами и товарами
66.12.1,66.12,"Услуги по брокерским операциям с ценными бумагами и товарами"
66.12.11,66.12.1,"Услуги по брокерским операциям с ценными бумагами"
66.12.11.110,66.12.11,Услуги брокеров на рынке ценных бумаг
66.12.11.120,66.12.11,Услуги по управлению ценными бумагами
66.12.11.130,66.12.11,Услуги по управлению активами
66.12.11.140,66.12.11,Услуги брокерские по размещению эмиссионных ценных бумаг
66.12.11.190,66.12.11,Услуги по брокерским операциям с ценными бумагами прочие
66.12.12,66.12.1,"Услуги по брокерским операциям с товарами"
66.12.12.000,66.12.12,Услуги по брокерским операциям с товарами
66.12.13,66.12.1,"Услуги, связанные с иностранной валютой"
66.12.13.000,66.12.13,"Услуги, связанные с иностранной валютой"
66.19,66.1,"Услуги вспомогательные прочие по отношению к финансовым услугам, кроме страхования и пенсионного обеспечения"
66.19.1,66.19,Услуги по осуществлению и регистрации сделок с ценными бумагами
66.19.10,66.19.1,"Услуги по осуществлению и регистрации сделок с ценными бумагами"
66.19.10.000,66.19.10,Услуги по осуществлению и регистрации сделок с ценными бумагами
66.19.2,66.19,"Услуги вспомогательные, связанные с банковской инвестиционной деятельностью"
66.19.21,66.19.2,"Услуги по вопросам слияния и приобретения"
66.19.21.000,66.19.21,Услуги по вопросам слияния и приобретения
66.19.22,66.19.2,"Услуги, связанные с корпоративными финансами и венчурным капиталом"
66.19.22.000,66.19.22,"Услуги, связанные с корпоративными финансами и венчурным капиталом"
66.19.29,66.19.2,"Услуги вспомогательные прочие, связанные с банковской инвестиционной деятельностью"
66.19.29.000,66.19.29,"Услуги вспомогательные прочие, связанные с банковской инвестиционной деятельностью"
66.19.3,66.19,Услуги по доверительному управлению и хранению
66.19.31,66.19.3,"Услуги по доверительному управлению"
66.19.31.000,66.19.31,Услуги по доверительному управлению
66.19.32,66.19.3,"Услуги по хранению"
66.19.32.000,66.19.32,Услуги по хранению
66.19.9,66.19,"Услуги вспомогательные прочие по отношению к финансовым услугам, кроме страхования и пенсионного обеспечения, не включенные в другие группировки"
66.19.91,66.19.9,"Услуги по финансовым консультациям"
66.19.91.000,66.19.91,Услуги по финансовым консультациям
66.19.92,66.19.9,"Услуги, связанные с заключением финансовых сделок и выполнением функций расчетной палаты"
66.19.92.000,66.19.92,"Услуги, связанные с заключением финансовых сделок и выполнением функций расчетной палаты"
66.19.99,66.19.9,"Услуги вспомогательные по отношению к финансовым услугам прочие, не включенные в другие группировки, кроме страхования и пенсионного обеспечения"
66.19.99.110,66.19.99,Услуги брокерские по ипотечным операциям
66.19.99.120,66.19.99,Услуги по обработке наличных денег
66.19.99.130,66.19.99,Услуги по приему платежей физических лиц платежными агентами
66.19.99.131,66.19.99.130,Услуги операторов по приему платежей физических лиц
66.19.99.132,66.19.99.130,Услуги платежных субагентов по приему платежей физических лиц
66.19.99.190,66.19.99,"Услуги вспомогательные по отношению к финансовым услугам прочие, не включенные в другие группировки, кроме страхования и пенсионного обеспечения"
66.2,66,Услуги вспомогательные в сфере страхования и негосударственного пенсионного обеспечения
66.21,66.2,Услуги по оценке риска и ущерба
66.21.1,66.21,Услуги по оценке риска и ущерба
66.21.10,66.21.1,"Услуги по оценке риска и ущерба"
66.21.10.000,66.21.10,Услуги по оценке риска и ущерба
66.22,66.2,Услуги страховых агентов и брокеров
66.22.1,66.22,Услуги страховых агентов и брокеров
66.22.10,66.22.1,"Услуги страховых агентов и брокеров"
66.22.10.000,66.22.10,Услуги страховых агентов и брокеров
66.29,66.2,Услуги вспомогательные в сфере страхования и пенсионного обеспечения прочие
66.29.1,66.29,Услуги вспомогательные в сфере страхования и пенсионного обеспечения прочие
66.29.11,66.29.1,"Услуги актуариев"
66.29.11.000,66.29.11,Услуги актуариев
66.29.19,66.29.1,"Услуги вспомогательные в сфере страхования и пенсионного обеспечения прочие, не включенные в другие группировки"
66.29.19.000,66.29.19,"Услуги вспомогательные в сфере страхования и пенсионного обеспечения прочие, не включенные в другие группировки"
66.3,66,Услуги по управлению фондами
66.30,66.3,Услуги по управлению фондами
66.30.1,66.30,Услуги по управлению фондами
66.30.11,66.30.1,"Услуги по контролю и регулированию портфеля активов, кроме пенсионных фондов"
66.30.11.110,66.30.11,Услуги по управлению фондами денежного рынка
66.30.11.120,66.30.11,Услуги по управлению страховыми резервами субъектов страхового дела
66.30.11.130,66.30.11,Услуги по управлению на основе индивидуальных договоров доверительного управления активами
66.30.11.190,66.30.11,Услуги по управлению активами прочие
66.30.12,66.30.1,Услуги по управлению пенсионными фондами
66.30.12.110,66.30.12,Услуги по управлению пенсионными накоплениями негосударственных пенсионных фондов
66.30.12.120,66.30.12,Услуги по управлению пенсионными резервами негосударственных пенсионных фондов
66.30.12.190,66.30.12,Услуги по управлению пенсионными фондами прочие
L,,"Услуги, связанные с недвижимым имуществом"
68,L,Услуги по операциям с недвижимым имуществом
68.1,68,Услуги по покупке и продаже собственного недвижимого имущества
68.10,68.1,Услуги по покупке и продаже собственного недвижимого имущества
68.10.1,68.10,Услуги по покупке и продаже собственного недвижимого имущества
68.10.11,68.10.1,"Услуги по покупке и продаже жилых зданий и занимаемых ими земельных участков"
68.10.11.000,68.10.11,Услуги по покупке и продаже жилых зданий и занимаемых ими земельных участков
68.10.12,68.10.1,"Услуги по покупке и продаже недвижимости, находящейся в собственности на фиксированное время года"
68.10.12.000,68.10.12,"Услуги по покупке и продаже недвижимости, находящейся в собственности на фиксированное время года"
68.10.13,68.10.1,"Услуги по покупке и продаже пустующей земли, предназначенной для застройки жилыми зданиями"
68.10.13.000,68.10.13,"Услуги по покупке и продаже пустующей земли, предназначенной для застройки жилыми зданиями"
68.10.14,68.10.1,"Услуги по покупке и продаже нежилых зданий и занимаемых ими земельных участков"
68.10.14.000,68.10.14,Услуги по покупке и продаже нежилых зданий и занимаемых ими земельных участков
68.10.15,68.10.1,"Услуги по покупке и продаже пустующей земли, предназначенной для застройки нежилыми зданиями"
68.10.15.000,68.10.15,"Услуги по покупке и продаже пустующей земли, предназначенной для застройки нежилыми зданиями"
68.2,68,Услуги по сдаче в аренду (внаем) собственного или арендованного недвижимого имущества
68.20,68.2,Услуги по сдаче в аренду (внаем) собственного или арендованного недвижимого имущества
68.20.1,68.20,Услуги по сдаче в аренду (внаем) собственного или арендованного недвижимого имущества
68.20.11,68.20.1,"Услуги по сдаче в аренду (внаем) собственных или арендованных жилых помещений"
68.20.11.000,68.20.11,Услуги по сдаче в аренду (внаем) собственных или арендованных жилых помещений
68.20.12,68.20.1,"Услуги по сдаче в аренду (внаем) собственных или арендованных нежилых помещений"
68.20.12.000,68.20.12,Услуги по сдаче в аренду (внаем) собственных или арендованных нежилых помещений
68.3,68,Услуги по операциям с недвижимым имуществом за вознаграждение или на договорной основе
68.31,68.3,"Услуги агентств недвижимости, предоставляемые за вознаграждение или на договорной основе"
68.31.1,68.31,"Услуги агентств недвижимости, предоставляемые за вознаграждение или на договорной основе"
68.31.11,68.31.1,"Услуги по продаже жилых зданий и занимаемых ими земельных участков, предоставляемые за вознаграждение или на договорной основе, кроме недвижимости, находящейся в собственности на фиксированное время года"
68.31.11.110,68.31.11,Услуги посреднические при купле-продаже жилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.11.120,68.31.11,"Услуги консультационные при купле-продаже жилых зданий и занимаемых ими земельных участков
за вознаграждение или на договорной основе"
68.31.11.130,68.31.11,Услуги посреднические по аренде жилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.11.140,68.31.11,Услуги консультационные по аренде жилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.12,68.31.1,"Услуги по продаже недвижимости, находящейся в собственности на фиксированное время года, за вознаграждение или на договорной основе"
68.31.12.000,68.31.12,"Услуги по продаже недвижимости, находящейся в собственности на фиксированное время года, за вознаграждение или на договорной основе"
68.31.13,68.31.1,"Услуги по продаже пустующей земли, предназначенной для жилищного строительства, предоставляемые за вознаграждение или на договорной основе"
68.31.13.000,68.31.13,"Услуги по продаже пустующей земли, предназначенной для жилищного строительства, предоставляемые за вознаграждение или на договорной основе"
68.31.14,68.31.1,"Услуги по продаже нежилых зданий и занимаемых ими земельных участков, предоставляемые за вознаграждение или на договорной основе"
68.31.14.110,68.31.14,Услуги посреднические при купле-продаже нежилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.14.120,68.31.14,Услуги консультационные при купле-продаже нежилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.14.130,68.31.14,Услуги посреднические по аренде нежилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.14.140,68.31.14,Услуги консультационные по аренде нежилых зданий и занимаемых ими земельных участков за вознаграждение или на договорной основе
68.31.15,68.31.1,"Услуги по продаже пустующей земли, предназначенной для нежилой застройки, предоставляемые за вознаграждение или на договорной основе"
68.31.15.000,68.31.15,"Услуги по продаже пустующей земли, предназначенной для нежилой застройки, предоставляемые за вознаграждение или на договорной основе"
68.31.16,68.31.1,"Услуги по оценке недвижимого имущества, предоставляемые за вознаграждение или на договорной основе"
68.31.16.110,68.31.16,Услуги посреднические при оценке жилого недвижимого имущества за вознаграждение или на договорной основе
68.31.16.120,68.31.16,Услуги посреднические при оценке нежилого недвижимого имущества за вознаграждение или на договорной основе
68.32,68.3,"Услуги по управлению недвижимым имуществом, предоставляемые за вознаграждение или на договорной основе"
68.32.1,68.32,"Услуги по управлению недвижимым имуществом, предоставляемые за вознаграждение или на договорной основе"
68.32.11,68.32.1,"Услуги по управлению жилым фондом, предоставляемые за вознаграждение или на договорной основе, кроме недвижимости, находящейся в собственности на фиксированное время года"
68.32.11.000,68.32.11,"Услуги по управлению жилым фондом, предоставляемые за вознаграждение или на договорной основе, кроме недвижимости, находящейся в собственности на фиксированное время года"
68.32.12,68.32.1,"Услуги по управлению недвижимостью, находящейся в собственности на фиксированное время года, предоставляемые за вознаграждение или на договорной основе"
68.32.12.000,68.32.12,"Услуги по управлению недвижимостью, находящейся в собственности на фиксированное время года, предоставляемые за вознаграждение или на договорной основе"
68.32.13,68.32.1,"Услуги по управлению объектами нежилого фонда, предоставляемые за вознаграждение или на договорной основе"
68.32.13.000,68.32.13,"Услуги по управлению объектами нежилого фонда, предоставляемые за вознаграждение или на договорной основе"
M,,"Услуги, связанные с научной, инженерно-технической и профессиональной деятельностью"
69,M,Услуги юридические и бухгалтерские
69.1,69,Услуги юридические
69.10,69.1,Услуги юридические
69.10.1,69.10,"Услуги юридические"
69.10.11,69.10.1,"Услуги по юридическим консультациям и представительству в связи с уголовным правом"
69.10.11.000,69.10.11,Услуги по юридическим консультациям и представительству в связи с уголовным правом
69.10.12,69.10.1,"Услуги по юридическим консультациям и представительству в судебных процедурах в связи с правом предпринимательской деятельности и коммерческим правом"
69.10.12.000,69.10.12,Услуги по юридическим консультациям и представительству в судебных процедурах в связи с правом предпринимательской деятельности и коммерческим правом
69.10.13,69.10.1,"Услуги по юридическим консультациям и представительству в судебных процедурах в связи с трудовым правом"
69.10.13.000,69.10.13,Услуги по юридическим консультациям и представительству в судебных процедурах в связи с трудовым правом
69.10.14,69.10.1,"Услуги по юридическим консультациям и представительству в судебных процедурах в связи с гражданским правом"
69.10.14.000,69.10.14,Услуги по юридическим консультациям и представительству в судебных процедурах в связи с гражданским правом
